attributeName	code	definition
SiteCode	LAKE_P_GET0066	LAKE_P_GET0067
SiteCode	LAKE_P_GNA0050	LAKE_P_GNA0051
SiteCode	LAKE_P_GRA0058	LAKE_P_GRA0059
SiteCode	LAKE_P_HOR0042	LAKE_P_HOR0043
SiteCode	LAKE_P_HOT0065	LAKE_P_HOT0066
SiteCode	LAKE_P_LAT0077	LAKE_P_LAT0078
SiteCode	LAKE_P_LOS0009	LAKE_P_LOS0010
SiteCode	LAKE_P_NEV0035	LAKE_P_NEV0036
SiteCode	LAKE_P_PAL0047	LAKE_P_PAL0048
SiteCode	LAKE_P_PUP0007	LAKE_P_PUP0008
SiteCode	LAKE_P_ROG0088	LAKE_P_ROG0089
SiteCode	LAKE_P_SAL0019	LAKE_P_SAL0019
SiteCode	LAKE_P_SAL0060	LAKE_P_SAL0060
SiteCode	LAKE_P_SAN0046	LAKE_P_SAN0047
SiteCode	LAKE_P_SAU0022	LAKE_P_SAU0023
SiteCode	LAKE_P_SCI0039	LAKE_P_SCI0040
SiteCode	LAKE_P_VAL0031	LAKE_P_VAL0032
SiteCode	LAKE_P_WHI0030	LAKE_P_WHI0031
SiteCode	MOJA_P_ARR0003	MOJA_P_ARR0004
SiteCode	MOJA_P_BAR0005	MOJA_P_BAR0005
SiteCode	MOJA_P_BAR0006	MOJA_P_BAR0006
SiteCode	MOJA_P_BLA0014	MOJA_P_BLA0014
SiteCode	MOJA_P_BLA0015	MOJA_P_BLA0015
SiteCode	MOJA_P_BLI0016	MOJA_P_BLI0017
SiteCode	MOJA_P_BUD0021	MOJA_P_BUD0022
SiteCode	MOJA_P_BUR0025	MOJA_P_BUR0026
SiteCode	MOJA_P_BUT0027	MOJA_P_BUT0028
SiteCode	MOJA_P_CAB0033	MOJA_P_CAB0034
SiteCode	MOJA_P_CAN0038	MOJA_P_CAN0039
SiteCode	MOJA_P_CAR0042	MOJA_P_CAR0043
SiteCode	MOJA_P_CAS0043	MOJA_P_CAS0044
SiteCode	MOJA_P_CAV0045	MOJA_P_CAV0046
SiteCode	MOJA_P_CED0046	MOJA_P_CED0047
SiteCode	MOJA_P_CHI0048	MOJA_P_CHI0049
SiteCode	MOJA_P_CLI0054	MOJA_P_CLI0055
SiteCode	MOJA_P_COA0055	MOJA_P_COA0056
SiteCode	MOJA_P_COR0060	MOJA_P_COR0061
SiteCode	MOJA_P_COT0063	MOJA_P_COT0063
SiteCode	MOJA_P_COT0068	MOJA_P_COT0068
SiteCode	MOJA_P_COY0072	MOJA_P_COY0073
SiteCode	MOJA_P_CUT0081	MOJA_P_CUT0082
SiteCode	MOJA_P_DEE0087	MOJA_P_DEE0088
SiteCode	MOJA_P_DES0088	MOJA_P_DES0089
SiteCode	MOJA_P_DOV0090	MOJA_P_DOV0091
SiteCode	MOJA_P_EAG0092	MOJA_P_EAG0093
SiteCode	MOJA_P_FAL0095	MOJA_P_FAL0096
SiteCode	MOJA_P_GOL0111	MOJA_P_GOL0112
SiteCode	MOJA_P_GRA0112	MOJA_P_GRA0113
SiteCode	MOJA_P_HAC0116	MOJA_P_HAC0117
SiteCode	MOJA_P_HOL0119	MOJA_P_HOL0120
SiteCode	MOJA_P_IND0126	MOJA_P_IND0127
SiteCode	MOJA_P_JUN0128	MOJA_P_JUN0129
SiteCode	MOJA_P_KES0130	MOJA_P_KES0131
SiteCode	MOJA_P_KEY0133	MOJA_P_KEY0134
SiteCode	MOJA_P_LEC0135	MOJA_P_LEC0136
SiteCode	MOJA_P_LIV0136	MOJA_P_LIV0136
SiteCode	MOJA_P_LIV0137	MOJA_P_LIV0137
SiteCode	MOJA_P_MAI0142	MOJA_P_MAI0143
SiteCode	MOJA_P_MAR0147	MOJA_P_MAR0148
SiteCode	MOJA_P_MAT0148	MOJA_P_MAT0149
SiteCode	MOJA_P_MID0153	MOJA_P_MID0154
SiteCode	MOJA_P_PIU0161	MOJA_P_PIU0162
SiteCode	MOJA_P_ROC0169	MOJA_P_ROC0170
SiteCode	MOJA_P_RUF0171	MOJA_P_RUF0172
SiteCode	MOJA_P_SAC0173	MOJA_P_SAC0174
SiteCode	MOJA_P_SHE0176	MOJA_P_SHE0177
SiteCode	MOJA_P_SIL0180	MOJA_P_SIL0181
SiteCode	MOJA_P_TWI0189	MOJA_P_TWI0190
SiteCode	MOJA_P_UNN0013	MOJA_P_UNN0013
SiteCode	MOJA_P_UNN0026	MOJA_P_UNN0026
SiteCode	MOJA_P_UNN0027	MOJA_P_UNN0027
SiteCode	MOJA_P_UNN0030	MOJA_P_UNN0030
SiteCode	MOJA_P_VAN0211	MOJA_P_VAN0212
SiteCode	MOJA_P_VON0212	MOJA_P_VON0213
SiteCode	MOJA_P_WAY0217	MOJA_P_WAY0218
SiteCode	MOJA_P_WHI0219	MOJA_P_WHI0219
SiteCode	MOJA_P_WHI0220	MOJA_P_WHI0220
SiteCode	MOJA_P_WIL0223	MOJA_P_WIL0223
SiteCode	MOJA_P_WIL0224	MOJA_P_WIL0224
SiteCode	MOJA_P_WIL0225	MOJA_P_WIL0225
SiteCode	MOJA_P_WOO0238	MOJA_P_WOO0239
SiteCode	PARA_P_AMB0118	PARA_P_AMB0119
SiteCode	PARA_P_AND0040	PARA_P_AND0041
SiteCode	PARA_P_BLA0031	PARA_P_BLA0032
SiteCode	PARA_P_BUR0108	PARA_P_BUR0109
SiteCode	PARA_P_CAN0222	PARA_P_CAN0223
SiteCode	PARA_P_CHI0190	PARA_P_CHI0191
SiteCode	PARA_P_COC0029	PARA_P_COC0030
SiteCode	PARA_P_COL0136	PARA_P_COL0137
SiteCode	PARA_P_COT0176	PARA_P_COT0177
SiteCode	PARA_P_COY0069	PARA_P_COY0070
SiteCode	PARA_P_DEA0022	PARA_P_DEA0022
SiteCode	PARA_P_DEA0145	PARA_P_DEA0145
SiteCode	PARA_P_DEW0155	PARA_P_DEW0156
SiteCode	PARA_P_GOR0124	PARA_P_GOR0125
SiteCode	PARA_P_GRA0089	PARA_P_GRA0089
SiteCode	PARA_P_GRA0196	PARA_P_GRA0196
SiteCode	PARA_P_GRE0012	PARA_P_GRE0013
SiteCode	PARA_P_GYP0088	PARA_P_GYP0089
SiteCode	PARA_P_HID0019	PARA_P_HID0020
SiteCode	PARA_P_IDE0009	PARA_P_IDE0009
SiteCode	PARA_P_IDE0158	PARA_P_IDE0158
SiteCode	PARA_P_IDE0203	PARA_P_IDE0203
SiteCode	PARA_P_JUM0125	PARA_P_JUM0126
SiteCode	PARA_P_LAS0102	PARA_P_LAS0103
SiteCode	PARA_P_LAV0006	PARA_P_LAV0007
SiteCode	PARA_P_LIM0080	PARA_P_LIM0081
SiteCode	PARA_P_LIN0020	PARA_P_LIN0021
SiteCode	PARA_P_LIT0048	PARA_P_LIT0048
SiteCode	PARA_P_LIT0087	PARA_P_LIT0087
SiteCode	PARA_P_LOW0152	PARA_P_LOW0153
SiteCode	PARA_P_MAP0110	PARA_P_MAP0111
SiteCode	PARA_P_MUD0066	PARA_P_MUD0067
SiteCode	PARA_P_MUS0197	PARA_P_MUS0198
SiteCode	PARA_P_ORS0041	PARA_P_ORS0042
SiteCode	PARA_P_PAI0005	PARA_P_PAI0006
SiteCode	PARA_P_PIG0023	PARA_P_PIG0023
SiteCode	PARA_P_PIG0147	PARA_P_PIG0147
SiteCode	PARA_P_POC0010	PARA_P_POC0010
SiteCode	PARA_P_POC0050	PARA_P_POC0050
SiteCode	PARA_P_POC0116	PARA_P_POC0116
SiteCode	PARA_P_RAT0212	PARA_P_RAT0213
SiteCode	PARA_P_RED0071	PARA_P_RED0072
SiteCode	PARA_P_SAL0085	PARA_P_SAL0086
SiteCode	PARA_P_SAN0135	PARA_P_SAN0136
SiteCode	PARA_P_WHI0054	PARA_P_WHI0055
SiteCode	PARA_P_YEL0068	PARA_P_YEL0069
VisitType	Primary	Primary
VisitType	Replicate	Replicate
VisitType	Supplemental	Supplemental
pHInstrument	LAKE Unknown Instrument	LAKE Unknown Instrument
pHInstrument	LAKE YSI 650	LAKE YSI 651
pHInstrument	MOJN EXTECH pH 100 #1	MOJN EXTECH pH 100 #1
pHInstrument	MOJN EXTECH pH 100 #2	MOJN EXTECH pH 100 #2
pHInstrument	MOJN EXTECH pH 100 #3	MOJN EXTECH pH 100 #3
pHInstrument	MOJN Hach HQ40D (4829)	MOJN Hach HQ40D (4829)
pHInstrument	MOJN Unknown EXTECH pH 100	MOJN Unknown EXTECH pH 101
pHInstrument	MOJN Unknown Instrument	MOJN Unknown Instrument
pHInstrument	MOJN Unknown YSI 85	MOJN Unknown YSI 86
pHInstrument	MOJN YSI 556 MPS (1696)	MOJN YSI 556 MPS (1696)
pHInstrument	MOJN YSI ProDSS (1790)	MOJN YSI ProDSS (1790)
pHInstrument	MOJN YSI ProDSS (4651)	MOJN YSI ProDSS (4651)
